"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes" 
"ITA","CPI","TOT","IDX2015","Q","1979-Q4",18.2478,
"ITA","CPI","TOT","IDX2015","Q","1980-Q1",19.42777,
"ITA","CPI","TOT","IDX2015","Q","1980-Q2",20.18793,
"ITA","CPI","TOT","IDX2015","Q","1980-Q3",21.04643,
"ITA","CPI","TOT","IDX2015","Q","1980-Q4",22.05872,
"ITA","CPI","TOT","IDX2015","Q","1981-Q1",22.99168,
"ITA","CPI","TOT","IDX2015","Q","1981-Q2",24.00632,
"ITA","CPI","TOT","IDX2015","Q","1981-Q3",24.72416,
"ITA","CPI","TOT","IDX2015","Q","1981-Q4",25.86305,
"ITA","CPI","TOT","IDX2015","Q","1982-Q1",26.9053,
"ITA","CPI","TOT","IDX2015","Q","1982-Q2",27.71978,
"ITA","CPI","TOT","IDX2015","Q","1982-Q3",28.85866,
"ITA","CPI","TOT","IDX2015","Q","1982-Q4",30.18391,
"ITA","CPI","TOT","IDX2015","Q","1983-Q1",31.24687,
"ITA","CPI","TOT","IDX2015","Q","1983-Q2",32.15107,
"ITA","CPI","TOT","IDX2015","Q","1983-Q3",32.88963,
"ITA","CPI","TOT","IDX2015","Q","1983-Q4",34.02851,
"ITA","CPI","TOT","IDX2015","Q","1984-Q1",35.02245,
"ITA","CPI","TOT","IDX2015","Q","1984-Q2",35.81622,
"ITA","CPI","TOT","IDX2015","Q","1984-Q3",36.33389,
"ITA","CPI","TOT","IDX2015","Q","1984-Q4",37.21049,
"ITA","CPI","TOT","IDX2015","Q","1985-Q1",38.29229,
"ITA","CPI","TOT","IDX2015","Q","1985-Q2",39.1987,
"ITA","CPI","TOT","IDX2015","Q","1985-Q3",39.65847,
"ITA","CPI","TOT","IDX2015","Q","1985-Q4",40.52546,
"ITA","CPI","TOT","IDX2015","Q","1986-Q1",41.15601,
"ITA","CPI","TOT","IDX2015","Q","1986-Q2",41.57637,
"ITA","CPI","TOT","IDX2015","Q","1986-Q3",41.81282,
"ITA","CPI","TOT","IDX2015","Q","1986-Q4",42.312,
"ITA","CPI","TOT","IDX2015","Q","1987-Q1",42.91627,
"ITA","CPI","TOT","IDX2015","Q","1987-Q2",43.41545,
"ITA","CPI","TOT","IDX2015","Q","1987-Q3",43.86208,
"ITA","CPI","TOT","IDX2015","Q","1987-Q4",44.58458,
"ITA","CPI","TOT","IDX2015","Q","1988-Q1",45.12317,
"ITA","CPI","TOT","IDX2015","Q","1988-Q2",45.59607,
"ITA","CPI","TOT","IDX2015","Q","1988-Q3",46.04271,
"ITA","CPI","TOT","IDX2015","Q","1988-Q4",46.85716,
"ITA","CPI","TOT","IDX2015","Q","1989-Q1",47.76356,
"ITA","CPI","TOT","IDX2015","Q","1989-Q2",48.5386,
"ITA","CPI","TOT","IDX2015","Q","1989-Q3",48.98524,
"ITA","CPI","TOT","IDX2015","Q","1989-Q4",49.82596,
"ITA","CPI","TOT","IDX2015","Q","1990-Q1",50.85059,
"ITA","CPI","TOT","IDX2015","Q","1990-Q2",51.49427,
"ITA","CPI","TOT","IDX2015","Q","1990-Q3",52.19049,
"ITA","CPI","TOT","IDX2015","Q","1990-Q4",53.17572,
"ITA","CPI","TOT","IDX2015","Q","1991-Q1",54.07412,
"ITA","CPI","TOT","IDX2015","Q","1991-Q2",54.85303,
"ITA","CPI","TOT","IDX2015","Q","1991-Q3",55.49347,
"ITA","CPI","TOT","IDX2015","Q","1991-Q4",56.27239,
"ITA","CPI","TOT","IDX2015","Q","1992-Q1",57.15516,
"ITA","CPI","TOT","IDX2015","Q","1992-Q2",57.86484,
"ITA","CPI","TOT","IDX2015","Q","1992-Q3",58.29757,
"ITA","CPI","TOT","IDX2015","Q","1992-Q4",59.00725,
"ITA","CPI","TOT","IDX2015","Q","1993-Q1",59.76886,
"ITA","CPI","TOT","IDX2015","Q","1993-Q2",60.49585,
"ITA","CPI","TOT","IDX2015","Q","1993-Q3",61.10167,
"ITA","CPI","TOT","IDX2015","Q","1993-Q4",61.7075,
"ITA","CPI","TOT","IDX2015","Q","1994-Q1",62.38256,
"ITA","CPI","TOT","IDX2015","Q","1994-Q2",62.95376,
"ITA","CPI","TOT","IDX2015","Q","1994-Q3",63.43842,
"ITA","CPI","TOT","IDX2015","Q","1994-Q4",64.1481,
"ITA","CPI","TOT","IDX2015","Q","1995-Q1",65.10011,
"ITA","CPI","TOT","IDX2015","Q","1995-Q2",66.31176,
"ITA","CPI","TOT","IDX2015","Q","1995-Q3",67.02144,
"ITA","CPI","TOT","IDX2015","Q","1995-Q4",67.73112,
"ITA","CPI","TOT","IDX2015","Q","1996-Q1",68.46991,
"ITA","CPI","TOT","IDX2015","Q","1996-Q2",69.22403,
"ITA","CPI","TOT","IDX2015","Q","1996-Q3",69.40147,
"ITA","CPI","TOT","IDX2015","Q","1996-Q4",69.73417,
"ITA","CPI","TOT","IDX2015","Q","1997-Q1",70.17777,
"ITA","CPI","TOT","IDX2015","Q","1997-Q2",70.53265,
"ITA","CPI","TOT","IDX2015","Q","1997-Q3",70.66573,
"ITA","CPI","TOT","IDX2015","Q","1997-Q4",71.10934,
"ITA","CPI","TOT","IDX2015","Q","1998-Q1",71.5973,
"ITA","CPI","TOT","IDX2015","Q","1998-Q2",71.97436,
"ITA","CPI","TOT","IDX2015","Q","1998-Q3",72.10744,
"ITA","CPI","TOT","IDX2015","Q","1998-Q4",72.32924,
"ITA","CPI","TOT","IDX2015","Q","1999-Q1",72.59541,
"ITA","CPI","TOT","IDX2015","Q","1999-Q2",73.01682,
"ITA","CPI","TOT","IDX2015","Q","1999-Q3",73.34953,
"ITA","CPI","TOT","IDX2015","Q","1999-Q4",73.83749,
"ITA","CPI","TOT","IDX2015","Q","2000-Q1",74.30327,
"ITA","CPI","TOT","IDX2015","Q","2000-Q2",74.83559,
"ITA","CPI","TOT","IDX2015","Q","2000-Q3",75.27919,
"ITA","CPI","TOT","IDX2015","Q","2000-Q4",75.81152,
"ITA","CPI","TOT","IDX2015","Q","2001-Q1",76.45473,
"ITA","CPI","TOT","IDX2015","Q","2001-Q2",77.12014,
"ITA","CPI","TOT","IDX2015","Q","2001-Q3",77.3863,
"ITA","CPI","TOT","IDX2015","Q","2001-Q4",77.63028,
"ITA","CPI","TOT","IDX2015","Q","2002-Q1",78.29568,
"ITA","CPI","TOT","IDX2015","Q","2002-Q2",78.87237,
"ITA","CPI","TOT","IDX2015","Q","2002-Q3",79.24943,
"ITA","CPI","TOT","IDX2015","Q","2002-Q4",79.78175,
"ITA","CPI","TOT","IDX2015","Q","2003-Q1",80.42497,
"ITA","CPI","TOT","IDX2015","Q","2003-Q2",81.00166,
"ITA","CPI","TOT","IDX2015","Q","2003-Q3",81.42307,
"ITA","CPI","TOT","IDX2015","Q","2003-Q4",81.80013,
"ITA","CPI","TOT","IDX2015","Q","2004-Q1",82.26591,
"ITA","CPI","TOT","IDX2015","Q","2004-Q2",82.88696,
"ITA","CPI","TOT","IDX2015","Q","2004-Q3",83.24184,
"ITA","CPI","TOT","IDX2015","Q","2004-Q4",83.41928,
"ITA","CPI","TOT","IDX2015","Q","2005-Q1",83.84071,
"ITA","CPI","TOT","IDX2015","Q","2005-Q2",84.41738,
"ITA","CPI","TOT","IDX2015","Q","2005-Q3",84.92753,
"ITA","CPI","TOT","IDX2015","Q","2005-Q4",85.21587,
"ITA","CPI","TOT","IDX2015","Q","2006-Q1",85.63729,
"ITA","CPI","TOT","IDX2015","Q","2006-Q2",86.30269,
"ITA","CPI","TOT","IDX2015","Q","2006-Q3",86.76847,
"ITA","CPI","TOT","IDX2015","Q","2006-Q4",86.76847,
"ITA","CPI","TOT","IDX2015","Q","2007-Q1",87.12335,
"ITA","CPI","TOT","IDX2015","Q","2007-Q2",87.67786,
"ITA","CPI","TOT","IDX2015","Q","2007-Q3",88.188,
"ITA","CPI","TOT","IDX2015","Q","2007-Q4",88.80904,
"ITA","CPI","TOT","IDX2015","Q","2008-Q1",89.78497,
"ITA","CPI","TOT","IDX2015","Q","2008-Q2",90.80524,
"ITA","CPI","TOT","IDX2015","Q","2008-Q3",91.69245,
"ITA","CPI","TOT","IDX2015","Q","2008-Q4",91.29321,
"ITA","CPI","TOT","IDX2015","Q","2009-Q1",91.11577,
"ITA","CPI","TOT","IDX2015","Q","2009-Q2",91.58155,
"ITA","CPI","TOT","IDX2015","Q","2009-Q3",91.80335,
"ITA","CPI","TOT","IDX2015","Q","2009-Q4",91.89207,
"ITA","CPI","TOT","IDX2015","Q","2010-Q1",92.29131,
"ITA","CPI","TOT","IDX2015","Q","2010-Q2",92.868,
"ITA","CPI","TOT","IDX2015","Q","2010-Q3",93.28941,
"ITA","CPI","TOT","IDX2015","Q","2010-Q4",93.53339,
"ITA","CPI","TOT","IDX2015","Q","2011-Q1",94.44962,
"ITA","CPI","TOT","IDX2015","Q","2011-Q2",95.34884,
"ITA","CPI","TOT","IDX2015","Q","2011-Q3",95.90697,
"ITA","CPI","TOT","IDX2015","Q","2011-Q4",96.62016,
"ITA","CPI","TOT","IDX2015","Q","2012-Q1",97.51938,
"ITA","CPI","TOT","IDX2015","Q","2012-Q2",98.48062,
"ITA","CPI","TOT","IDX2015","Q","2012-Q3",98.94574,
"ITA","CPI","TOT","IDX2015","Q","2012-Q4",99.00775,
"ITA","CPI","TOT","IDX2015","Q","2013-Q1",99.37984,
"ITA","CPI","TOT","IDX2015","Q","2013-Q2",99.62791,
"ITA","CPI","TOT","IDX2015","Q","2013-Q3",100.062,
"ITA","CPI","TOT","IDX2015","Q","2013-Q4",99.68993,
"ITA","CPI","TOT","IDX2015","Q","2014-Q1",99.87597,
"ITA","CPI","TOT","IDX2015","Q","2014-Q2",100.062,
"ITA","CPI","TOT","IDX2015","Q","2014-Q3",100,
"ITA","CPI","TOT","IDX2015","Q","2014-Q4",99.78294,
"ITA","CPI","TOT","IDX2015","Q","2015-Q1",99.62791,
"ITA","CPI","TOT","IDX2015","Q","2015-Q2",100.124,
"ITA","CPI","TOT","IDX2015","Q","2015-Q3",100.186,
"ITA","CPI","TOT","IDX2015","Q","2015-Q4",99.93799,
"ITA","CPI","TOT","IDX2015","Q","2016-Q1",99.53333,
"ITA","CPI","TOT","IDX2015","Q","2016-Q2",99.73333,
"ITA","CPI","TOT","IDX2015","Q","2016-Q3",100.1667,
"ITA","CPI","TOT","IDX2015","Q","2016-Q4",100.0667,
"ITA","CPI","TOT","IDX2015","Q","2017-Q1",100.8667,
"ITA","CPI","TOT","IDX2015","Q","2017-Q2",101.2333,
"ITA","CPI","TOT","IDX2015","Q","2017-Q3",101.3,
"ITA","CPI","TOT","IDX2015","Q","2017-Q4",101,
"ITA","CPI","TOT","IDX2015","Q","2018-Q1",101.6,
"ITA","CPI","TOT","IDX2015","Q","2018-Q2",102.1667,
"ITA","CPI","TOT","IDX2015","Q","2018-Q3",102.8,
"ITA","CPI","TOT","IDX2015","Q","2018-Q4",102.4333,
"ITA","CPI","TOT","IDX2015","Q","2019-Q1",102.5667,
"ITA","CPI","TOT","IDX2015","Q","2019-Q2",103.0333,
"ITA","CPI","TOT","IDX2015","Q","2019-Q3",103.1667,
"ITA","CPI","TOT","IDX2015","Q","2019-Q4",102.7333,
"ITA","CPI","TOT","IDX2015","Q","2020-Q1",102.8667,
"ITA","CPI","TOT","IDX2015","Q","2020-Q2",102.9,
"ITA","CPI","TOT","IDX2015","Q","2020-Q3",102.6667,
"JPN","CPI","TOT","IDX2015","Q","1973-Q1",36.9,
"JPN","CPI","TOT","IDX2015","Q","1973-Q2",38.7,
"JPN","CPI","TOT","IDX2015","Q","1973-Q3",39.86666,
"JPN","CPI","TOT","IDX2015","Q","1973-Q4",41.56667,
"JPN","CPI","TOT","IDX2015","Q","1974-Q1",45.43333,
"JPN","CPI","TOT","IDX2015","Q","1974-Q2",47.5,
"JPN","CPI","TOT","IDX2015","Q","1974-Q3",49.23333,
"JPN","CPI","TOT","IDX2015","Q","1974-Q4",51.33333,
"JPN","CPI","TOT","IDX2015","Q","1975-Q1",52.36666,
"JPN","CPI","TOT","IDX2015","Q","1975-Q2",53.8,
"JPN","CPI","TOT","IDX2015","Q","1975-Q3",54.33333,
"JPN","CPI","TOT","IDX2015","Q","1975-Q4",55.7,
"JPN","CPI","TOT","IDX2015","Q","1976-Q1",57.03333,
"JPN","CPI","TOT","IDX2015","Q","1976-Q2",58.83333,
"JPN","CPI","TOT","IDX2015","Q","1976-Q3",59.56667,
"JPN","CPI","TOT","IDX2015","Q","1976-Q4",61.03333,
"JPN","CPI","TOT","IDX2015","Q","1977-Q1",62.4,
"JPN","CPI","TOT","IDX2015","Q","1977-Q2",64.1,
"JPN","CPI","TOT","IDX2015","Q","1977-Q3",64.3,
"JPN","CPI","TOT","IDX2015","Q","1977-Q4",64.96667,
"JPN","CPI","TOT","IDX2015","Q","1978-Q1",65.3,
"JPN","CPI","TOT","IDX2015","Q","1978-Q2",66.66666,
"JPN","CPI","TOT","IDX2015","Q","1978-Q3",67.16666,
"JPN","CPI","TOT","IDX2015","Q","1978-Q4",67.4,
"JPN","CPI","TOT","IDX2015","Q","1979-Q1",67.26667,
"JPN","CPI","TOT","IDX2015","Q","1979-Q2",68.86667,
"JPN","CPI","TOT","IDX2015","Q","1979-Q3",69.53333,
"JPN","CPI","TOT","IDX2015","Q","1979-Q4",70.73333,
"JPN","CPI","TOT","IDX2015","Q","1980-Q1",72.13333,
"JPN","CPI","TOT","IDX2015","Q","1980-Q2",74.43333,
"JPN","CPI","TOT","IDX2015","Q","1980-Q3",75.2,
"JPN","CPI","TOT","IDX2015","Q","1980-Q4",76.13333,
"JPN","CPI","TOT","IDX2015","Q","1981-Q1",76.83334,
"JPN","CPI","TOT","IDX2015","Q","1981-Q2",78.1,
"JPN","CPI","TOT","IDX2015","Q","1981-Q3",78.33334,
"JPN","CPI","TOT","IDX2015","Q","1981-Q4",79.26667,
"JPN","CPI","TOT","IDX2015","Q","1982-Q1",79.26667,
"JPN","CPI","TOT","IDX2015","Q","1982-Q2",80.1,
"JPN","CPI","TOT","IDX2015","Q","1982-Q3",80.5,
"JPN","CPI","TOT","IDX2015","Q","1982-Q4",81.23333,
"JPN","CPI","TOT","IDX2015","Q","1983-Q1",80.96667,
"JPN","CPI","TOT","IDX2015","Q","1983-Q2",81.93333,
"JPN","CPI","TOT","IDX2015","Q","1983-Q3",81.7,
"JPN","CPI","TOT","IDX2015","Q","1983-Q4",82.6,
"JPN","CPI","TOT","IDX2015","Q","1984-Q1",82.9,
"JPN","CPI","TOT","IDX2015","Q","1984-Q2",83.6,
"JPN","CPI","TOT","IDX2015","Q","1984-Q3",83.56667,
"JPN","CPI","TOT","IDX2015","Q","1984-Q4",84.53333,
"JPN","CPI","TOT","IDX2015","Q","1985-Q1",84.66666,
"JPN","CPI","TOT","IDX2015","Q","1985-Q2",85.36667,
"JPN","CPI","TOT","IDX2015","Q","1985-Q3",85.5,
"JPN","CPI","TOT","IDX2015","Q","1985-Q4",85.86667,
"JPN","CPI","TOT","IDX2015","Q","1986-Q1",85.93333,
"JPN","CPI","TOT","IDX2015","Q","1986-Q2",86.13333,
"JPN","CPI","TOT","IDX2015","Q","1986-Q3",85.7,
"JPN","CPI","TOT","IDX2015","Q","1986-Q4",85.66666,
"JPN","CPI","TOT","IDX2015","Q","1987-Q1",85.2,
"JPN","CPI","TOT","IDX2015","Q","1987-Q2",86.26667,
"JPN","CPI","TOT","IDX2015","Q","1987-Q3",86.1,
"JPN","CPI","TOT","IDX2015","Q","1987-Q4",86.3,
"JPN","CPI","TOT","IDX2015","Q","1988-Q1",85.86667,
"JPN","CPI","TOT","IDX2015","Q","1988-Q2",86.46667,
"JPN","CPI","TOT","IDX2015","Q","1988-Q3",86.6,
"JPN","CPI","TOT","IDX2015","Q","1988-Q4",87.26667,
"JPN","CPI","TOT","IDX2015","Q","1989-Q1",86.76667,
"JPN","CPI","TOT","IDX2015","Q","1989-Q2",88.8,
"JPN","CPI","TOT","IDX2015","Q","1989-Q3",88.96667,
"JPN","CPI","TOT","IDX2015","Q","1989-Q4",89.53333,
"JPN","CPI","TOT","IDX2015","Q","1990-Q1",89.86667,
"JPN","CPI","TOT","IDX2015","Q","1990-Q2",91.06667,
"JPN","CPI","TOT","IDX2015","Q","1990-Q3",91.3,
"JPN","CPI","TOT","IDX2015","Q","1990-Q4",92.73333,
"JPN","CPI","TOT","IDX2015","Q","1991-Q1",93.2,
"JPN","CPI","TOT","IDX2015","Q","1991-Q2",94.16666,
"JPN","CPI","TOT","IDX2015","Q","1991-Q3",94.16666,
"JPN","CPI","TOT","IDX2015","Q","1991-Q4",95.3,
"JPN","CPI","TOT","IDX2015","Q","1992-Q1",95,
"JPN","CPI","TOT","IDX2015","Q","1992-Q2",96.33334,
"JPN","CPI","TOT","IDX2015","Q","1992-Q3",95.86667,
"JPN","CPI","TOT","IDX2015","Q","1992-Q4",96.26667,
"JPN","CPI","TOT","IDX2015","Q","1993-Q1",96.23333,
"JPN","CPI","TOT","IDX2015","Q","1993-Q2",97.13333,
"JPN","CPI","TOT","IDX2015","Q","1993-Q3",97.56667,
"JPN","CPI","TOT","IDX2015","Q","1993-Q4",97.3,
"JPN","CPI","TOT","IDX2015","Q","1994-Q1",97.43333,
"JPN","CPI","TOT","IDX2015","Q","1994-Q2",97.83334,
"JPN","CPI","TOT","IDX2015","Q","1994-Q3",97.56667,
"JPN","CPI","TOT","IDX2015","Q","1994-Q4",98.1,
"JPN","CPI","TOT","IDX2015","Q","1995-Q1",97.56667,
"JPN","CPI","TOT","IDX2015","Q","1995-Q2",97.8,
"JPN","CPI","TOT","IDX2015","Q","1995-Q3",97.56667,
"JPN","CPI","TOT","IDX2015","Q","1995-Q4",97.5,
"JPN","CPI","TOT","IDX2015","Q","1996-Q1",97.23333,
"JPN","CPI","TOT","IDX2015","Q","1996-Q2",97.93333,
"JPN","CPI","TOT","IDX2015","Q","1996-Q3",97.76667,
"JPN","CPI","TOT","IDX2015","Q","1996-Q4",98.03333,
"JPN","CPI","TOT","IDX2015","Q","1997-Q1",97.8,
"JPN","CPI","TOT","IDX2015","Q","1997-Q2",99.93333,
"JPN","CPI","TOT","IDX2015","Q","1997-Q3",99.9,
"JPN","CPI","TOT","IDX2015","Q","1997-Q4",100.1667,
"JPN","CPI","TOT","IDX2015","Q","1998-Q1",99.76667,
"JPN","CPI","TOT","IDX2015","Q","1998-Q2",100.2667,
"JPN","CPI","TOT","IDX2015","Q","1998-Q3",99.7,
"JPN","CPI","TOT","IDX2015","Q","1998-Q4",100.7,
"JPN","CPI","TOT","IDX2015","Q","1999-Q1",99.66666,
"JPN","CPI","TOT","IDX2015","Q","1999-Q2",100,
"JPN","CPI","TOT","IDX2015","Q","1999-Q3",99.7,
"JPN","CPI","TOT","IDX2015","Q","1999-Q4",99.7,
"JPN","CPI","TOT","IDX2015","Q","2000-Q1",99.06667,
"JPN","CPI","TOT","IDX2015","Q","2000-Q2",99.3,
"JPN","CPI","TOT","IDX2015","Q","2000-Q3",99.06667,
"JPN","CPI","TOT","IDX2015","Q","2000-Q4",98.93333,
"JPN","CPI","TOT","IDX2015","Q","2001-Q1",98.63333,
"JPN","CPI","TOT","IDX2015","Q","2001-Q2",98.56667,
"JPN","CPI","TOT","IDX2015","Q","2001-Q3",98.3,
"JPN","CPI","TOT","IDX2015","Q","2001-Q4",97.93333,
"JPN","CPI","TOT","IDX2015","Q","2002-Q1",97.23333,
"JPN","CPI","TOT","IDX2015","Q","2002-Q2",97.66666,
"JPN","CPI","TOT","IDX2015","Q","2002-Q3",97.5,
"JPN","CPI","TOT","IDX2015","Q","2002-Q4",97.4,
"JPN","CPI","TOT","IDX2015","Q","2003-Q1",97,
"JPN","CPI","TOT","IDX2015","Q","2003-Q2",97.43333,
"JPN","CPI","TOT","IDX2015","Q","2003-Q3",97.26667,
"JPN","CPI","TOT","IDX2015","Q","2003-Q4",97.1,
"JPN","CPI","TOT","IDX2015","Q","2004-Q1",96.86667,
"JPN","CPI","TOT","IDX2015","Q","2004-Q2",97.13333,
"JPN","CPI","TOT","IDX2015","Q","2004-Q3",97.16666,
"JPN","CPI","TOT","IDX2015","Q","2004-Q4",97.6,
"JPN","CPI","TOT","IDX2015","Q","2005-Q1",96.9,
"JPN","CPI","TOT","IDX2015","Q","2005-Q2",97.03333,
"JPN","CPI","TOT","IDX2015","Q","2005-Q3",96.86667,
"JPN","CPI","TOT","IDX2015","Q","2005-Q4",96.86667,
"JPN","CPI","TOT","IDX2015","Q","2006-Q1",96.76667,
"JPN","CPI","TOT","IDX2015","Q","2006-Q2",97.2,
"JPN","CPI","TOT","IDX2015","Q","2006-Q3",97.46667,
"JPN","CPI","TOT","IDX2015","Q","2006-Q4",97.2,
"JPN","CPI","TOT","IDX2015","Q","2007-Q1",96.66666,
"JPN","CPI","TOT","IDX2015","Q","2007-Q2",97.13333,
"JPN","CPI","TOT","IDX2015","Q","2007-Q3",97.33334,
"JPN","CPI","TOT","IDX2015","Q","2007-Q4",97.73333,
"JPN","CPI","TOT","IDX2015","Q","2008-Q1",97.63333,
"JPN","CPI","TOT","IDX2015","Q","2008-Q2",98.46667,
"JPN","CPI","TOT","IDX2015","Q","2008-Q3",99.4,
"JPN","CPI","TOT","IDX2015","Q","2008-Q4",98.73333,
"JPN","CPI","TOT","IDX2015","Q","2009-Q1",97.5,
"JPN","CPI","TOT","IDX2015","Q","2009-Q2",97.5,
"JPN","CPI","TOT","IDX2015","Q","2009-Q3",97.2,
"JPN","CPI","TOT","IDX2015","Q","2009-Q4",96.7,
"JPN","CPI","TOT","IDX2015","Q","2010-Q1",96.66666,
"JPN","CPI","TOT","IDX2015","Q","2010-Q2",96.76667,
"JPN","CPI","TOT","IDX2015","Q","2010-Q3",96.23333,
"JPN","CPI","TOT","IDX2015","Q","2010-Q4",96.43333,
"JPN","CPI","TOT","IDX2015","Q","2011-Q1",96.16666,
"JPN","CPI","TOT","IDX2015","Q","2011-Q2",96.4,
"JPN","CPI","TOT","IDX2015","Q","2011-Q3",96.36667,
"JPN","CPI","TOT","IDX2015","Q","2011-Q4",96.13333,
"JPN","CPI","TOT","IDX2015","Q","2012-Q1",96.46667,
"JPN","CPI","TOT","IDX2015","Q","2012-Q2",96.53333,
"JPN","CPI","TOT","IDX2015","Q","2012-Q3",95.96667,
"JPN","CPI","TOT","IDX2015","Q","2012-Q4",95.9,
"JPN","CPI","TOT","IDX2015","Q","2013-Q1",95.83334,
"JPN","CPI","TOT","IDX2015","Q","2013-Q2",96.26667,
"JPN","CPI","TOT","IDX2015","Q","2013-Q3",96.8,
"JPN","CPI","TOT","IDX2015","Q","2013-Q4",97.3,
"JPN","CPI","TOT","IDX2015","Q","2014-Q1",97.3,
"JPN","CPI","TOT","IDX2015","Q","2014-Q2",99.73333,
"JPN","CPI","TOT","IDX2015","Q","2014-Q3",100.0667,
"JPN","CPI","TOT","IDX2015","Q","2014-Q4",99.76667,
"JPN","CPI","TOT","IDX2015","Q","2015-Q1",99.56667,
"JPN","CPI","TOT","IDX2015","Q","2015-Q2",100.2667,
"JPN","CPI","TOT","IDX2015","Q","2015-Q3",100.2,
"JPN","CPI","TOT","IDX2015","Q","2015-Q4",99.96667,
"JPN","CPI","TOT","IDX2015","Q","2016-Q1",99.6,
"JPN","CPI","TOT","IDX2015","Q","2016-Q2",99.93333,
"JPN","CPI","TOT","IDX2015","Q","2016-Q3",99.7,
"JPN","CPI","TOT","IDX2015","Q","2016-Q4",100.3,
"JPN","CPI","TOT","IDX2015","Q","2017-Q1",99.9,
"JPN","CPI","TOT","IDX2015","Q","2017-Q2",100.3,
"JPN","CPI","TOT","IDX2015","Q","2017-Q3",100.3,
"JPN","CPI","TOT","IDX2015","Q","2017-Q4",100.9,
"JPN","CPI","TOT","IDX2015","Q","2018-Q1",101.2,
"JPN","CPI","TOT","IDX2015","Q","2018-Q2",100.9333,
"JPN","CPI","TOT","IDX2015","Q","2018-Q3",101.4333,
"JPN","CPI","TOT","IDX2015","Q","2018-Q4",101.7667,
"JPN","CPI","TOT","IDX2015","Q","2019-Q1",101.5,
"JPN","CPI","TOT","IDX2015","Q","2019-Q2",101.7333,
"JPN","CPI","TOT","IDX2015","Q","2019-Q3",101.7667,
"JPN","CPI","TOT","IDX2015","Q","2019-Q4",102.2667,
"JPN","CPI","TOT","IDX2015","Q","2020-Q1",102.0333,
"JPN","CPI","TOT","IDX2015","Q","2020-Q2",101.8,
"JPN","CPI","TOT","IDX2015","Q","2020-Q3",101.9667,
"KOR","CPI","TOT","IDX2015","Q","1973-Q1",6.271711,
"KOR","CPI","TOT","IDX2015","Q","1973-Q2",6.337173,
"KOR","CPI","TOT","IDX2015","Q","1973-Q3",6.43348,
"KOR","CPI","TOT","IDX2015","Q","1973-Q4",6.614777,
"KOR","CPI","TOT","IDX2015","Q","1974-Q1",7.395884,
"KOR","CPI","TOT","IDX2015","Q","1974-Q2",7.855228,
"KOR","CPI","TOT","IDX2015","Q","1974-Q3",8.213161,
"KOR","CPI","TOT","IDX2015","Q","1974-Q4",8.428632,
"KOR","CPI","TOT","IDX2015","Q","1975-Q1",9.012465,
"KOR","CPI","TOT","IDX2015","Q","1975-Q2",9.738095,
"KOR","CPI","TOT","IDX2015","Q","1975-Q3",10.38451,
"KOR","CPI","TOT","IDX2015","Q","1975-Q4",10.81056,
"KOR","CPI","TOT","IDX2015","Q","1976-Q1",11.03025,
"KOR","CPI","TOT","IDX2015","Q","1976-Q2",11.39972,
"KOR","CPI","TOT","IDX2015","Q","1976-Q3",11.82578,
"KOR","CPI","TOT","IDX2015","Q","1976-Q4",11.81247,
"KOR","CPI","TOT","IDX2015","Q","1977-Q1",12.1886,
"KOR","CPI","TOT","IDX2015","Q","1977-Q2",12.53144,
"KOR","CPI","TOT","IDX2015","Q","1977-Q3",12.94152,
"KOR","CPI","TOT","IDX2015","Q","1977-Q4",13.05802,
"KOR","CPI","TOT","IDX2015","Q","1978-Q1",13.78032,
"KOR","CPI","TOT","IDX2015","Q","1978-Q2",14.1964,
"KOR","CPI","TOT","IDX2015","Q","1978-Q3",14.83215,
"KOR","CPI","TOT","IDX2015","Q","1978-Q4",15.2449,
"KOR","CPI","TOT","IDX2015","Q","1979-Q1",15.89774,
"KOR","CPI","TOT","IDX2015","Q","1979-Q2",17.06963,
"KOR","CPI","TOT","IDX2015","Q","1979-Q3",17.54894,
"KOR","CPI","TOT","IDX2015","Q","1979-Q4",18.17494,
"KOR","CPI","TOT","IDX2015","Q","1980-Q1",20.17253,
"KOR","CPI","TOT","IDX2015","Q","1980-Q2",21.63844,
"KOR","CPI","TOT","IDX2015","Q","1980-Q3",22.60395,
"KOR","CPI","TOT","IDX2015","Q","1980-Q4",23.98908,
"KOR","CPI","TOT","IDX2015","Q","1981-Q1",25.22665,
"KOR","CPI","TOT","IDX2015","Q","1981-Q2",26.46443,
"KOR","CPI","TOT","IDX2015","Q","1981-Q3",27.71709,
"KOR","CPI","TOT","IDX2015","Q","1981-Q4",27.87154,
"KOR","CPI","TOT","IDX2015","Q","1982-Q1",28.20328,
"KOR","CPI","TOT","IDX2015","Q","1982-Q2",28.67483,
"KOR","CPI","TOT","IDX2015","Q","1982-Q3",29.03587,
"KOR","CPI","TOT","IDX2015","Q","1982-Q4",29.08003,
"KOR","CPI","TOT","IDX2015","Q","1983-Q1",29.63235,
"KOR","CPI","TOT","IDX2015","Q","1983-Q2",29.73554,
"KOR","CPI","TOT","IDX2015","Q","1983-Q3",29.7797,
"KOR","CPI","TOT","IDX2015","Q","1983-Q4",29.77992,
"KOR","CPI","TOT","IDX2015","Q","1984-Q1",30.20709,
"KOR","CPI","TOT","IDX2015","Q","1984-Q2",30.37663,
